THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Chaichana;Sathit Opal;Salom;Carlos;López;Alberto;Corona Suárez;Carlos;2;6;3;6;3;7;6
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Herrman;Niklas;Alvsilver;Alex;Ferraz;Borja;Lavie;Vladimir;2;6;4;6;2;6;2
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Ferraz;Borja;Lavie;Vladimir;Chaichana;Sathit Opal;Salom;Carlos;2;3;6;2;6;0;6
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;López;Alberto;Corona Suárez;Carlos;Santos;Fernando;del Río;Juan;2;6;3;2;6;0;6
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Santos;Fernando;del Río;Juan;Ferraz;Borja;Lavie;Vladimir;2;6;3;2;6;6;4
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Chaichana;Sathit Opal;Salom;Carlos;Herrman;Niklas;Alvsilver;Alex;2;7;5;4;6;7;6
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Herrman;Niklas;Alvsilver;Alex;Santos;Fernando;del Río;Juan;2;3;6;6;2;6;1
THAILAND;1st Official Padel League;TH-A;O;31.03.2019;;;PoolA;Gold;5;Ferraz;Borja;Lavie;Vladimir;López;Alberto;Corona Suárez;Carlos;2;7;6;5;7;6;4
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Nooyen;Joris;Ishiguro;Sada;Salom;Carlos;Sehlstrom;Johan;2;2;6;2;6;1;6
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Bussayadiloksul;Namrin;Skrinda;Linda;Santos;Fernando;del Río;Juan;2;3;6;3;6;0;6
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Ferraz;Borja;Lavie;Vladimir;López;Alberto;Corona Suárez;Carlos;2;6;2;6;2;6;0
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;López;Alberto;Corona Suárez;Carlos;Bussayadiloksul;Namrin;Skrinda;Linda;2;6;3;6;2;6;4
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Santos;Fernando;del Río;Juan;Nooyen;Joris;Ishiguro;Sada;2;3;6;6;0;6;7
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Salom;Carlos;Sehlstrom;Johan;Herrman;Niklas;Chaichana;Sathit Opal;2;6;0;6;1;6;0
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Bussayadiloksul;Namrin;Skrinda;Linda;Herrman;Niklas;Chaichana;Sathit Opal;2;5;7;3;6;6;2
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Ferraz;Borja;Lavie;Vladimir;Salom;Carlos;Sehlstrom;Johan;2;2;6;2;6;1;6
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;López;Alberto;Corona Suárez;Carlos;Santos;Fernando;del Río;Juan;2;6;3;7;5;6;2
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Santos;Fernando;del Río;Juan;Ferraz;Borja;Lavie;Vladimir;2;6;3;2;6;6;4
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Salom;Carlos;Sehlstrom;Johan;Bussayadiloksul;Namrin;Skrinda;Linda;2;6;0;6;1;6;0
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Herrman;Niklas;Chaichana;Sathit Opal;Nooyen;Joris;Ishiguro;Sada;2;6;2;2;6;6;2
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Ferraz;Borja;Lavie;Vladimir;Nooyen;Joris;Ishiguro;Sada;2;4;6;6;1;7;5
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;López;Alberto;Corona Suárez;Carlos;Herrman;Niklas;Chaichana;Sathit Opal;2;6;4;6;3;7;5
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Santos;Fernando;del Río;Juan;Salom;Carlos;Sehlstrom;Johan;2;1;6;5;7;1;6
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Salom;Carlos;Sehlstrom;Johan;López;Alberto;Corona Suárez;Carlos;2;6;1;6;3;7;5
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Herrman;Niklas;Chaichana;Sathit Opal;Ferraz;Borja;Lavie;Vladimir;2;4;6;6;3;2;6
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Nooyen;Joris;Ishiguro;Sada;Bussayadiloksul;Namrin;Skrinda;Linda;2;6;1;6;0;6;1
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Herrman;Niklas;Chaichana;Sathit Opal;Santos;Fernando;del Río;Juan;2;6;3;6;7;6;7
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Nooyen;Joris;Ishiguro;Sada;López;Alberto;Corona Suárez;Carlos;2;2;6;4;6;4;6
THAILAND;2nd Official Padel League;TH-A;O;30.05.2019;;;PoolA;Gold;7;Bussayadiloksul;Namrin;Skrinda;Linda;Ferraz;Borja;Lavie;Vladimir;2;3;6;1;6;2;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Nooyen;Joris;Chaichana;Sathit Opal;Santos;Fernando;Corona Suárez;Carlos;2;4;6;0;6;0;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Santos;Fernando;Corona Suárez;Carlos;Williams;Taylor;Lavie;Vladimir;2;6;1;2;6;2;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Nooyen;Joris;Chaichana;Sathit Opal;Pablo;;Jim;;2;6;4;3;6;0;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Williams;Taylor;Lavie;Vladimir;Nooyen;Joris;Chaichana;Sathit Opal;2;6;3;6;3;6;2
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Pablo;;Jim;;Williams;Taylor;Lavie;Vladimir;2;6;1;7;6;3;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Santos;Fernando;Corona Suárez;Carlos;Pablo;;Jim;;2;4;6;6;3;6;7
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Santos;Fernando;Corona Suárez;Carlos;Nooyen;Joris;Chaichana;Sathit Opal;2;7;6;7;5;6;1
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Williams;Taylor;Lavie;Vladimir;Santos;Fernando;Corona Suárez;Carlos;2;7;5;6;4;6;2
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Pablo;;Jim;;Nooyen;Joris;Chaichana;Sathit Opal;2;6;3;6;3;6;2
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Nooyen;Joris;Chaichana;Sathit Opal;Williams;Taylor;Lavie;Vladimir;2;0;6;1;6;4;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Williams;Taylor;Lavie;Vladimir;Pablo;;Jim;;2;2;6;6;7;4;6
THAILAND;3rd Official Padel League A - Jamón Jamón;TH-A;O;03.11.2019;;;PoolA;Gold;4;Pablo;;Jim;;Santos;Fernando;Corona Suárez;Carlos;2;4;6;7;5;6;3
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Ferraz;Borja;Skrinda;Linda;Keiton;;Ishiguro;Sada;2;4;6;1;6;7;6
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Dekker;Rene;Bergman;Fredik;Gabriel;;Sergi;;2;6;4;6;1;6;1
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Plu;;Prem;;Lu;Jason;Anderson;Niklas;2;2;6;1;6;1;6
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Ferraz;Borja;Skrinda;Linda;Gabriel;;Sergi;;2;6;1;6;0;6;0
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Plu;;Prem;;Dekker;Rene;Bergman;Fredik;2;0;6;0;6;0;6
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Lu;Jason;Anderson;Niklas;Keiton;;Ishiguro;Sada;2;0;6;1;6;2;6
THAILAND;4th Official Padel League B - Arroz;TH-B;O;03.11.2019;;;PoolA;Gold;6;Ferraz;Borja;Skrinda;Linda;Plu;;Prem;;2;6;1;6;2;6;1
